udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type
7374,L54553,L,299.6,310.1,1553,38,83,No Failure
7736,L54915,L,300.6,312,1406,55.1,136,No Failure
2271,L49450,L,299.3,308.6,1437,48.1,67,No Failure
9454,H38867,H,298.2,309,1360,56.8,107,No Failure
3523,L50702,L,301.8,311,1651,32.5,195,No Failure
5455,L52634,L,303,312.5,1461,40.2,127,No Failure
9956,M24815,M,298.2,307.9,1462,38.8,124,No Failure
412,L47591,L,297.5,308.7,1429,44.3,201,No Failure
9771,H39184,H,298.6,309.5,1584,31.8,27,No Failure
905,H30318,H,295.7,306.2,1458,49.8,151,No Failure
1945,L49124,L,298.1,308.1,1791,27.3,63,No Failure
1128,M15987,M,296.7,307.8,1672,32.4,113,No Failure
8082,L55261,L,300.2,311.6,1356,53.5,132,No Failure
3647,M18506,M,302.2,311.5,1863,25.7,85,No Failure
4975,L52154,L,303.8,312.7,1414,41.7,190,No Failure
4454,L51633,L,302.4,310.2,1400,53.7,175,No Failure
1345,L48524,L,298.5,310.1,1809,28.9,20,No Failure
4751,M19610,M,303.2,311.2,1688,31.9,33,No Failure
2988,M17847,M,300.6,309.8,1659,28.9,127,No Failure
4671,L51850,L,303.2,311.4,1610,35.5,63,No Failure
1328,L48507,L,298.8,310.2,1814,26.8,204,No Failure
7577,M22436,M,300.3,311.1,1477,44.2,166,No Failure
3,L47182,L,298.1,308.5,1498,49.4,5,No Failure
7483,M22342,M,300.2,311.6,1510,47.5,146,No Failure
6571,L53750,L,301.4,310.6,1634,31.1,171,No Failure
6855,L54034,L,301,311.2,1511,42.9,26,No Failure
2110,M16969,M,299.3,309,1496,43.4,67,No Failure
9071,L56250,L,297.1,308.2,1427,45.2,136,No Failure
1770,L48949,L,298.4,307.9,1981,23.2,16,No Failure
3355,L50534,L,301.6,310.9,1559,40.2,191,No Failure
2432,M17291,M,298.9,308.2,1411,51.3,43,No Failure
5498,M20357,M,302.9,312.5,1551,40,20,No Failure
6531,H35944,H,301.3,310.6,1605,32.5,59,No Failure
6280,L53459,L,301.3,310.8,1432,54.4,51,No Failure
4034,L51213,L,302.1,310.8,1772,27.1,233,Tool Wear Failure
1788,L48967,L,298.4,308.2,1364,45.9,63,No Failure
4747,L51926,L,303.2,311.2,1427,45.6,25,No Failure
9022,M23881,M,297.4,308.2,1536,34.6,4,No Failure
1884,M16743,M,298,307.6,1472,46.7,116,No Failure
5753,H35166,H,302.3,311.8,1804,25,43,No Failure
9791,L56970,L,298.6,309.5,1483,43.2,92,No Failure
8083,H37496,H,300.1,311.5,1422,46.2,134,No Failure
7146,L54325,L,300.5,310,1413,44.5,152,No Failure
8519,M23378,M,298.3,309.6,1681,27.1,194,No Failure
9653,M24512,M,299,310,1488,46.3,198,No Failure
7513,M22372,M,300.5,311.8,1636,34.4,2,No Failure
8680,L55859,L,297.3,308.5,1456,54.2,179,No Failure
6056,L53235,L,300.7,310.8,1475,42,147,No Failure
4379,M19238,M,301.9,309.6,1385,45.8,217,No Failure
6634,M21493,M,301.5,310.5,1737,29.3,114,No Failure
2009,L49188,L,298.5,308.3,1811,24.7,27,No Failure
8155,L55334,L,299.6,310.7,1393,52.1,110,No Failure
8948,M23807,M,297.3,308.2,1452,38.2,44,No Failure
6105,M20964,M,300.8,310.8,1461,41.3,53,No Failure
5799,L52978,L,301.5,310.9,1600,39,160,No Failure
2709,L49888,L,299.6,309.1,2266,15.3,79,No Failure
7558,M22417,M,300.4,311.5,1750,27.3,116,No Failure
3107,L50286,L,299.8,309.1,1485,39.9,207,No Failure
573,L47752,L,297.8,309.9,1351,49,181,No Failure
6424,M21283,M,300.3,310,1537,37.5,6,No Failure
8534,M23393,M,298.6,309.4,1465,41.1,30,No Failure
5797,L52976,L,301.7,311.1,1399,55.1,156,No Failure
8032,L55211,L,300.7,312,1550,32.4,5,No Failure
6324,L53503,L,300.7,310.1,1351,46.9,165,No Failure
3828,M18687,M,302.4,310.9,1469,41.6,124,No Failure
1278,M16137,M,298.2,309.4,1408,46.5,76,No Failure
4452,L51631,L,302.5,310.3,1549,40.9,170,No Failure
9061,H38474,H,297.2,308.3,1453,45.8,105,No Failure
8462,L55641,L,298.7,309.9,1446,43.3,46,No Failure
9762,L56941,L,298.6,309.7,1703,26.1,5,No Failure
9471,H38884,H,298.6,309.4,1439,47.1,149,No Failure
9159,H38572,H,297.4,308.4,1487,46.2,150,No Failure
5828,L53007,L,301.3,311.1,1624,40.9,0,No Failure
4986,M19845,M,303.8,313,1789,23.5,215,No Failure
3841,L51020,L,302.4,311,1610,33.1,161,No Failure
3072,L50251,L,300,309,2174,16.9,112,No Failure
6611,L53790,L,301.5,310.4,1543,34,55,No Failure
7160,L54339,L,300.1,310,1511,41.7,186,No Failure
3404,L50583,L,301.3,310.5,1337,52.7,106,No Failure
7224,L54403,L,299.8,309.6,1374,51.6,137,No Failure
7975,L55154,L,301.2,312.3,1528,38.4,85,No Failure
2225,M17084,M,299.7,309,1645,31.9,155,No Failure
8530,M23389,M,298.5,309.4,1522,47.4,20,No Failure
1427,M16286,M,298.7,309.7,1622,34.6,8,No Failure
3957,M18816,M,302.3,311.4,1500,40.2,30,No Failure
3800,L50979,L,302.2,310.9,1506,34,49,No Failure
8038,L55217,L,300.7,311.8,1603,34.1,17,No Failure
4753,H34166,H,303.3,311.3,1502,39.5,38,No Failure
5217,M20076,M,303.7,312.7,1316,51.8,197,No Failure
874,L48053,L,295.9,306.4,1892,21.7,72,No Failure
6507,H35920,H,301,310.1,1454,44.1,217,No Failure
936,M15795,M,295.5,306,1641,36.6,21,No Failure
123,L47302,L,299,308.8,1310,50.7,112,No Failure
3348,L50527,L,301.3,310.6,1529,41.8,176,No Failure
2962,L50141,L,300.6,309.4,1654,32.8,57,No Failure
4177,M19036,M,302.3,310.7,1544,39.7,141,No Failure
6754,L53933,L,301.6,310.9,1385,50.7,195,No Failure
6874,L54053,L,301,311.4,1478,39.5,75,No Failure
5396,L52575,L,302.8,312.4,1529,36.8,237,No Failure
1613,M16472,M,297.9,307.9,1540,39.8,38,No Failure
6851,M21710,M,301,311.2,1521,35.8,13,No Failure
8033,L55212,L,300.8,312,1416,46.5,7,No Failure
1419,L48598,L,298.8,309.9,1320,47.4,210,No Failure
1756,L48935,L,298,307.3,1424,46.5,185,No Failure
2026,L49205,L,298.7,308.5,1469,39.9,67,No Failure
7765,M22624,M,300.4,311.7,1555,38.7,5,No Failure
1773,L48952,L,298.4,308,1508,47.9,25,No Failure
5732,L52911,L,302.2,311.6,1872,20.4,202,No Failure
2233,L49412,L,299.5,308.6,1672,30.5,177,No Failure
2912,M17771,M,300.7,309.5,1352,44,126,No Failure
349,L47528,L,297.6,308.3,1617,31.7,39,No Failure
1472,L48651,L,298.5,309.6,1421,53.6,122,No Failure
7653,L54832,L,300.3,311.4,1346,51.1,147,No Failure
7002,L54181,L,300.5,310.5,1564,38.2,199,No Failure
1101,H30514,H,296.8,307.5,1695,30,33,No Failure
8857,M23716,M,297.7,308.9,1327,63.7,21,No Failure
5726,M20585,M,302.3,311.8,1557,34.1,185,No Failure
886,L48065,L,295.7,306.2,1397,52,101,No Failure
8969,L56148,L,297.1,307.8,1454,50.6,94,No Failure
2995,L50174,L,300.5,309.8,1461,52.5,146,No Failure
20,M14879,M,298.9,309.3,1632,32.5,55,No Failure
4558,L51737,L,302.7,310.6,1686,26.3,9,No Failure
4370,H33783,H,302,309.9,1735,27.2,192,No Failure
7419,M22278,M,300.2,311.4,1427,39.7,196,No Failure
4236,L51415,L,302.2,310.8,1438,41.4,66,No Failure
3888,L51067,L,302.4,311.2,1448,50.5,53,No Failure
1015,L48194,L,296.2,307.2,1445,41.8,20,No Failure
1439,L48618,L,298.8,309.9,1482,39.1,45,No Failure
5144,M20003,M,304.3,313.5,1525,42,2,No Failure
7521,L54700,L,300.2,311.6,1529,35.5,21,No Failure
903,L48082,L,295.6,306.1,1383,48.7,147,No Failure
1476,M16335,M,298.4,309.5,1519,35.4,133,No Failure
3578,M18437,M,301.6,310.4,1455,39,118,No Failure
5902,L53081,L,301,310.7,1464,45.8,184,No Failure
8603,L55782,L,297.4,308.1,1729,31.7,204,No Failure
3265,H32678,H,301.3,310.1,1455,44.1,188,No Failure
8836,H38249,H,297.4,308.8,1324,53.5,169,No Failure
5708,L52887,L,302.4,311.8,1448,43.4,141,No Failure
6435,M21294,M,300.3,309.9,1494,38.5,33,No Failure
5763,L52942,L,301.8,311.2,1334,52.3,68,No Failure
7891,L55070,L,300.8,312.4,1767,25.6,105,No Failure
3050,L50229,L,300.1,309.2,1326,55.9,55,No Failure
7615,L54794,L,300.5,311.4,1432,47.5,51,No Failure
7966,L55145,L,301.1,312.3,1464,35.3,65,No Failure
6504,M21363,M,300.9,309.9,1465,42.9,209,No Failure
2209,H31622,H,299.8,309.2,1435,42.6,111,No Failure
6936,L54115,L,300.7,311.2,1878,24.3,24,No Failure
2999,L50178,L,300.5,309.7,1616,34.5,155,No Failure
2947,M17806,M,300.7,309.5,1622,30.5,14,No Failure
4235,H33648,H,302.2,310.9,1522,35.9,61,No Failure
7228,L54407,L,299.7,309.6,1720,27.1,146,No Failure
3258,L50437,L,301.2,309.9,1984,19.7,169,No Failure
4155,M19014,M,302,310.4,1828,26.3,82,No Failure
1205,L48384,L,296.9,308,1521,34.5,84,No Failure
3932,M18791,M,302.7,311.7,1784,25.1,177,No Failure
1081,L48260,L,297,307.8,1774,28,188,No Failure
9900,L57079,L,298.7,309.2,1586,31.4,180,No Failure
5913,M20772,M,300.7,310.3,1659,29.8,6,No Failure
4675,L51854,L,303.4,311.5,1414,44.8,71,No Failure
1251,L48430,L,297.3,308.7,1549,36.1,218,No Failure
5308,L52487,L,304,313.3,1530,34.8,211,No Failure
1890,H31303,H,297.7,307.4,1432,40.2,132,No Failure
6385,H35798,H,300.1,309.6,1463,45.1,113,No Failure
5158,H34571,H,304.1,313.3,1397,49.6,34,No Failure
5930,L53109,L,300.3,310.2,1471,45.2,48,No Failure
3626,M18485,M,302.1,311.4,1467,43.4,33,No Failure
3983,L51162,L,302.2,311.3,1475,48.6,104,No Failure
6163,L53342,L,301,310.8,1558,34.9,196,No Failure
8156,L55335,L,299.5,310.8,1283,52.4,112,No Failure
4924,M19783,M,303.4,312.2,1972,23.5,59,No Failure
6829,L54008,L,301,310.9,1392,52.9,173,No Failure
1650,H31063,H,298,307.9,1482,37.8,132,No Failure
5879,L53058,L,301.4,311,1533,45.8,125,No Failure
660,L47839,L,297.6,309.1,1449,49.1,174,No Failure
9708,L56887,L,299,310.1,1699,32.9,87,No Failure
9684,M24543,M,299,310,1338,56.4,29,No Failure
441,L47620,L,297.4,308.5,1389,39.2,54,No Failure
1639,L48818,L,297.9,307.8,1397,45,104,No Failure
77,L47256,L,298.8,308.9,1461,47.9,206,No Failure
6497,L53676,L,300.7,309.9,1815,27,190,No Failure
4963,M19822,M,304,312.7,1456,51.2,160,No Failure
5608,M20467,M,302.9,312.2,1745,25.5,98,No Failure
5838,M20697,M,301.3,311.1,1834,25.4,22,No Failure
6510,L53689,L,301.1,310.1,1564,36.8,7,No Failure
6454,L53633,L,300.7,310.2,1807,24.2,77,No Failure
2685,L49864,L,299.8,309.4,1460,37.4,25,No Failure
9542,M24401,M,299.5,310.8,1754,31.3,114,No Failure
6520,L53699,L,301.1,310.1,1417,46.9,35,No Failure
742,L47921,L,296.9,308.3,1513,38.8,189,No Failure
1233,L48412,L,297.2,308.6,1500,37.1,161,No Failure
1618,L48797,L,297.8,307.8,1563,34.3,53,No Failure
8128,M22987,M,300.1,311.3,1650,33.8,38,No Failure
6718,M21577,M,301.4,310.6,1464,48.6,96,No Failure
5107,L52286,L,304,313.3,1519,36.7,117,No Failure
3377,M18236,M,301.5,310.8,1385,47.5,30,No Failure
2104,M16963,M,299.3,309.1,1376,46.7,49,No Failure
862,M15721,M,296.1,306.9,1951,23.3,38,No Failure
4827,L52006,L,303.4,311.8,2268,15.8,20,No Failure
1654,L48833,L,298,307.8,1386,57.3,147,No Failure
7114,L54293,L,300.9,310.4,1561,32.7,67,No Failure
3536,H32949,H,301.9,311,1672,29.9,13,No Failure
317,L47496,L,297.8,308.4,1714,33.2,177,No Failure
9372,L56551,L,297.7,308.4,1289,51.3,82,No Failure
7694,L54873,L,300.6,311.6,1964,21.4,15,No Failure
7279,H36692,H,300,310.1,1714,28.7,55,No Failure
4176,L51355,L,302.3,310.7,1612,33.4,139,No Failure
7731,L54910,L,300.6,311.9,1472,44.2,126,No Failure
1485,M16344,M,298,309,1562,39.2,155,No Failure
1651,M16510,M,298,307.9,1417,51,137,No Failure
7908,L55087,L,300.8,312.3,1858,26.3,144,No Failure
7213,M22072,M,299.8,309.7,1705,28.5,103,No Failure
9808,L56987,L,298.2,309,1413,55,145,No Failure
3241,L50420,L,300.9,309.5,1612,35.2,124,No Failure
8981,L56160,L,297,307.6,1513,42.4,124,No Failure
8450,L55629,L,298.4,309.9,1725,27.8,21,No Failure
3162,L50341,L,300.4,309.8,1314,63.1,146,No Failure
2189,L49368,L,299.7,309.3,1420,44.1,60,No Failure
4995,M19854,M,303.5,312.6,1642,29.4,18,No Failure
9736,L56915,L,299,310.1,1444,47.7,161,No Failure
1861,L49040,L,297.8,307.6,1607,30.3,62,No Failure
4116,H33529,H,302,310.6,1346,54.7,196,No Failure
6761,L53940,L,301.5,310.9,1451,40.6,0,No Failure
3248,M18107,M,301,309.8,1594,31.1,143,No Failure
14,M14873,M,298.6,309.2,1742,30,37,No Failure
6762,L53941,L,301.5,310.9,1400,50.8,2,No Failure
5091,M19950,M,303.9,313.2,1570,40.7,74,No Failure
2021,H31434,H,298.7,308.4,1560,33.3,53,No Failure
1465,L48644,L,298.8,310,1412,46.3,107,No Failure
9570,M24429,M,299.8,311,1948,20,185,No Failure
8646,M23505,M,297.6,308.6,1492,35.5,88,No Failure
9196,L56375,L,297.9,309,1532,37.6,47,No Failure
7181,M22040,M,300.2,310.2,1628,30.3,27,No Failure
2542,H31955,H,299.1,308.8,1553,32.6,90,No Failure
3347,L50526,L,301.3,310.7,1761,24.3,174,No Failure
3149,H32562,H,300.4,309.8,1448,39.7,107,No Failure
6251,L53430,L,300.8,310.2,1520,37.7,193,No Failure
3183,M18042,M,300.1,309.3,1443,50.3,196,No Failure
9093,L56272,L,297.3,308.1,1568,34.4,194,No Failure
9634,H39047,H,299.1,310.1,1421,41.2,149,No Failure
8472,L55651,L,298.6,309.8,1332,46.4,76,No Failure
21,H29434,H,298.9,309.3,1375,42.7,58,No Failure
5509,L52688,L,302.9,312.2,1367,55.1,50,No Failure
8091,L55270,L,300.1,311.4,1910,23,153,No Failure
6934,L54113,L,300.8,311.4,1492,40.6,20,No Failure
5725,L52904,L,302.3,311.8,1433,50.3,183,No Failure
6721,L53900,L,301.3,310.6,1458,48,104,No Failure
6748,M21607,M,301.8,311.1,1597,29.8,177,No Failure
834,L48013,L,296.6,307.4,1616,28,175,No Failure
9380,L56559,L,297.5,308.2,1419,48.5,108,No Failure
7785,L54964,L,300.3,311.5,1403,60.1,58,No Failure
3084,L50263,L,300.1,309.3,1712,28.5,141,No Failure
3573,L50752,L,301.8,310.6,1451,50.7,108,No Failure
4574,H33987,H,302.8,311,1436,43.5,47,No Failure
288,L47467,L,298.2,308.3,1805,31.6,96,No Failure
8820,H38233,H,297.4,308.7,1349,48.9,120,No Failure
9844,L57023,L,298.3,309.2,1383,52.1,26,No Failure
6171,H35584,H,300.8,310.5,1559,40.1,220,No Failure
8685,L55864,L,297.2,308.5,1588,40.4,190,No Failure
6906,M21765,M,301,311.5,1550,34.9,162,No Failure
5338,M20197,M,303.3,312.6,1482,44.4,73,No Failure
1498,L48677,L,298,308.7,1629,34.3,191,No Failure
4692,L51871,L,303.5,311.5,1535,33.3,120,No Failure
8163,L55342,L,299.6,311,1574,35,133,No Failure
203,M15062,M,298.4,308.5,1636,35.7,107,No Failure
9352,L56531,L,298.3,308.8,1645,30.4,33,No Failure
5818,L52997,L,301.3,311,1542,35.1,204,No Failure
4955,L52134,L,303.7,312.6,1702,29.1,141,No Failure
7497,L54676,L,300.2,311.8,1464,44.5,179,No Failure
8779,L55958,L,297.5,308.7,1454,45,19,No Failure
6347,L53526,L,300.2,309.7,1275,60.7,15,No Failure
6745,M21604,M,301.7,311,1298,58.1,168,No Failure
4846,M19705,M,303.3,311.8,1583,33.3,72,No Failure
3005,M17864,M,300.5,309.9,1466,53.2,172,No Failure
5874,M20733,M,301.5,311.1,1396,43.5,112,No Failure
3078,L50257,L,300.1,309.3,1841,23,125,No Failure
5953,L53132,L,300.7,310.8,1563,33.8,104,No Failure
2004,M16863,M,298.5,308.2,1564,37.5,15,No Failure
4443,L51622,L,302.5,310.2,1563,34.8,150,No Failure
3664,M18523,M,302.3,311.7,1442,41.7,127,No Failure
2974,M17833,M,300.6,309.3,1510,46,87,No Failure
9755,M24614,M,298.5,309.7,1552,34,205,No Failure
6589,L53768,L,301.6,310.7,1457,40.4,213,No Failure
8364,L55543,L,298.8,309.7,1582,45,11,No Failure
7097,L54276,L,300.6,310.2,1489,47.8,21,No Failure
518,M15377,M,297.5,309.4,1391,58.2,34,No Failure
9916,M24775,M,298.5,308.7,1662,28.3,15,No Failure
4473,L51652,L,302.7,310.6,1501,48.7,4,No Failure
6653,H36066,H,301.5,310.4,1580,35.7,161,No Failure
9082,L56261,L,297.3,308,1527,35.1,165,No Failure
850,H30263,H,296.4,307.4,1586,35.5,0,No Failure
2769,L49948,L,300,309.5,1675,30.2,11,No Failure
5650,M20509,M,302.5,311.9,1414,51.6,205,No Failure
76,L47255,L,298.8,308.9,1379,46.7,204,No Failure
1383,L48562,L,298.8,310.1,1653,30.3,119,No Failure
8062,M22921,M,300.2,311.6,1465,41.4,78,No Failure
1055,H30468,H,296.8,307.8,1627,30.5,117,No Failure
1844,L49023,L,297.6,307.1,1496,39.2,12,No Failure
7423,L54602,L,300,311.2,1351,44.1,206,No Failure
2727,M17586,M,299.8,309.4,1423,42.9,124,No Failure
551,L47730,L,297.4,309.2,1698,29.4,119,No Failure
9312,L56491,L,298.4,309.4,1540,43.2,141,No Failure
7919,L55098,L,300.8,312.1,1505,41.3,173,No Failure
6613,L53792,L,301.6,310.6,1222,70,62,Power Failure
9790,L56969,L,298.6,309.6,1715,28.4,90,No Failure
354,H29767,H,297.5,308.3,1674,30,54,No Failure
876,M15735,M,295.8,306.3,1444,45.5,76,No Failure
7227,L54406,L,299.7,309.6,1399,51.3,144,No Failure
6975,L54154,L,300.7,311,1318,48.2,128,No Failure
9182,L56361,L,297.9,309.1,1521,36.1,15,No Failure
1706,M16565,M,298.1,307.8,1608,32.6,57,No Failure
3454,L50633,L,301.5,310.4,1425,54.4,7,No Failure
8955,L56134,L,297.3,308,1447,49,61,No Failure
1106,M15965,M,296.6,307.5,1734,27,50,No Failure
6132,H35545,H,301,311,1640,37.6,118,No Failure
8235,L55414,L,299.2,310.6,1534,39.7,83,No Failure
5033,M19892,M,304,313.1,1694,31.4,116,No Failure
3381,L50560,L,301.4,310.7,1590,36.3,43,No Failure
3283,L50462,L,301.2,309.9,1515,40.9,21,No Failure
55,L47234,L,298.7,309,1691,30.1,154,No Failure
158,H29571,H,298.4,308.2,1478,43.5,206,No Failure
1379,H30792,H,298.8,310.2,1455,44.9,107,No Failure
6926,M21785,M,301.1,311.6,1266,55.5,210,Overstrain Failure
2120,M16979,M,299.3,308.9,1858,24.7,101,No Failure
9397,L56576,L,297.8,308.3,1498,47.3,160,No Failure
2869,L50048,L,300.8,309.7,1418,46.6,12,No Failure
893,L48072,L,295.7,306.1,1343,54.4,119,No Failure
2783,M17642,M,300.2,309.6,1491,41.8,41,No Failure
3378,H32791,H,301.5,310.8,1591,29.6,33,No Failure
7220,M22079,M,299.8,309.7,1556,37.7,124,No Failure
2465,M17324,M,298.9,308.5,1534,42.9,121,No Failure
5749,M20608,M,302.2,311.7,1576,34,28,No Failure
1178,M16037,M,297.2,308.3,1604,39.4,9,No Failure
2752,L49931,L,299.7,309.1,1417,50.1,187,No Failure
9117,H38530,H,297.6,308.7,1659,32.1,49,No Failure
35,M14894,M,298.8,309.1,1559,34.7,95,No Failure
4066,M18925,M,301.9,310.7,1511,37.6,70,No Failure
6935,L54114,L,300.8,311.4,1536,40.9,22,No Failure
2700,L49879,L,299.9,309.4,1363,60.9,57,No Failure
6244,L53423,L,301,310.4,2204,16.6,175,No Failure
1370,M16229,M,298.7,310.3,1481,41.5,83,No Failure
6715,L53894,L,301.3,310.6,1440,53.8,90,No Failure
8233,L55412,L,299.1,310.6,1326,49.7,78,No Failure
5768,M20627,M,301.6,311.2,1415,46.5,82,No Failure
1126,M15985,M,296.7,307.8,1375,51.4,108,No Failure
3551,M18410,M,301.9,311,1432,41.5,51,No Failure
895,L48074,L,295.6,306.2,1426,48.6,124,No Failure
5082,M19941,M,304.1,313.3,1494,39,49,No Failure
6188,L53367,L,301,311,1437,56,33,No Failure
4200,M19059,M,302.5,311.1,1638,32,198,No Failure
4175,L51354,L,302.3,310.7,1499,37.8,137,No Failure
9722,L56901,L,298.8,309.8,1490,40.6,124,No Failure
5349,L52528,L,303.3,312.6,1623,34.6,102,No Failure
7876,L55055,L,300.7,312.3,1898,24,60,No Failure
7190,L54369,L,300.4,310.4,1486,46.3,48,No Failure
4990,L52169,L,303.9,313.2,1499,37.4,7,No Failure
6198,L53377,L,300.9,310.8,1493,45.8,57,No Failure
8238,L55417,L,299.1,310.6,1796,26,90,No Failure
1754,L48933,L,298.2,307.5,1470,51.3,180,No Failure
2330,L49509,L,299.3,308.7,1484,40.5,213,No Failure
6265,L53444,L,300.9,310.4,1541,39.1,17,No Failure
7602,L54781,L,300.4,311.2,1351,62,18,No Failure
5247,L52426,L,303.5,313,1465,41,56,No Failure
3965,M18824,M,302.3,311.6,1668,33.2,52,No Failure
6662,M21521,M,301.3,310.4,1501,39.8,187,No Failure
9382,M24241,M,297.5,308.1,1480,42.4,112,No Failure
9142,L56321,L,297.5,308.5,1597,36.4,112,No Failure
3609,M18468,M,301.7,310.8,1954,21.6,198,No Failure
7175,L54354,L,300.2,310.2,1530,48.5,15,No Failure
3007,L50186,L,300.4,309.7,1488,35.7,177,No Failure
4638,M19497,M,303.1,311.3,1847,24.7,212,No Failure
8222,M23081,M,299.1,310.5,1428,43,53,No Failure
3434,M18293,M,301.6,310.6,1924,23.6,181,No Failure
4501,L51680,L,302.6,310.4,1638,36.2,84,No Failure
3826,H33239,H,302.2,310.7,1413,48.9,114,No Failure
7994,L55173,L,301.1,312.3,1595,31.9,134,No Failure
1699,L48878,L,297.9,307.6,1481,38,40,No Failure
2034,H31447,H,298.8,308.5,1359,47.6,85,No Failure
2636,H32049,H,299.9,309.6,1462,51,119,No Failure
2460,L49639,L,299,308.6,1297,54.2,110,No Failure
1870,M16729,M,298.3,308.1,1630,32.7,83,No Failure
9114,L56293,L,297.6,308.6,1744,28.5,42,No Failure
1414,M16273,M,298.7,309.8,1528,36.7,197,No Failure
5384,L52563,L,302.8,312.3,1504,40.3,204,No Failure
2830,L50009,L,300.3,309.3,1612,36,158,No Failure
4570,L51749,L,302.8,310.9,1636,35,38,No Failure
3669,L50848,L,302.3,311.7,1510,38.7,141,No Failure
4268,L51447,L,302.6,311,1520,42.8,148,No Failure
1826,M16685,M,298,307.5,1784,27.8,163,No Failure
9112,L56291,L,297.6,308.6,1351,51,37,No Failure
3414,L50593,L,301.3,310.3,1560,36.3,129,No Failure
7698,L54877,L,300.5,311.4,1400,45.1,29,No Failure
6059,M20918,M,300.9,310.9,1636,35.3,153,No Failure
6165,H35578,H,300.9,310.7,1656,30.7,200,No Failure
5087,L52266,L,304,313,1541,45.9,64,No Failure
4563,L51742,L,302.7,310.7,1398,57.7,19,No Failure
5597,M20456,M,302.7,312,1538,36.7,74,No Failure
4225,L51404,L,302,310.7,1698,28.1,39,No Failure
3221,M18080,M,300.7,309.6,1525,36.5,71,No Failure
2329,L49508,L,299.3,308.7,1579,36.3,211,No Failure
2694,M17553,M,300.1,309.6,1622,36.1,43,No Failure
1949,L49128,L,298.1,308.1,1410,45.8,71,No Failure
1376,M16235,M,298.8,310.3,1528,37.1,99,No Failure
9462,M24321,M,298.4,309.2,1414,46.4,128,No Failure
7783,M22642,M,300.4,311.6,1518,36.4,53,No Failure
4964,L52143,L,303.9,312.7,1789,24.4,163,No Failure
1697,L48876,L,297.9,307.6,1550,39,35,No Failure
5720,L52899,L,302.3,312,1398,43.3,171,No Failure
3171,M18030,M,300.4,309.7,1685,32.3,167,No Failure
667,L47846,L,297.5,309,1470,43.5,191,No Failure
4997,M19856,M,303.6,312.8,1400,43.2,23,No Failure
3575,L50754,L,301.7,310.6,1406,46,112,No Failure
750,L47929,L,296.6,308,1978,22.3,208,No Failure
6900,L54079,L,300.9,311.6,1671,33.5,148,No Failure
8904,M23763,M,297.4,308.7,1382,49.9,151,No Failure
489,L47668,L,297.4,309.2,1584,42.8,186,No Failure
9457,L56636,L,298.5,309.3,1630,33.3,116,No Failure
3709,L50888,L,302.1,311.4,1549,44.6,31,No Failure
5676,M20535,M,302.3,311.7,1453,42.5,56,No Failure
7983,L55162,L,301,312.3,1488,42.6,107,No Failure
1487,M16346,M,298.2,309.2,1524,34.6,161,No Failure
6323,M21182,M,300.7,310.1,1483,40.2,162,No Failure
5632,L52811,L,302.8,312.2,1515,36.8,162,No Failure
7677,L54856,L,300.6,311.7,1448,49.1,206,No Failure
1204,H30617,H,297,308.1,1410,47.6,79,No Failure
4273,L51452,L,302.5,310.8,1577,36.9,158,No Failure
8537,M23396,M,298.6,309.5,1426,45.4,38,No Failure
8477,L55656,L,298.5,309.6,1585,32.2,89,No Failure
9685,H39098,H,298.9,309.9,1376,51,32,No Failure
8600,L55779,L,297.6,308.4,1460,40.3,195,No Failure
409,M15268,M,297.4,308.6,1434,44.4,193,No Failure
7341,L54520,L,299.7,310.3,1386,46.6,2,No Failure
2146,L49325,L,299.3,308.8,1550,45.8,170,No Failure
5486,L52665,L,302.6,312.1,1344,51,206,No Failure
9350,M24209,M,298.2,308.7,1599,36.2,28,No Failure
6104,L53283,L,300.8,310.8,1407,45.1,51,No Failure
4795,L51974,L,303.6,312.6,1699,27.9,160,No Failure
9232,L56411,L,298.2,309.1,1539,36.5,134,No Failure
776,L47955,L,296.7,307.8,1453,46,33,No Failure
5378,L52557,L,302.9,312.4,2030,19.1,192,No Failure
9038,L56217,L,297.3,308.2,1896,24.4,47,No Failure
9473,M24332,M,298.7,309.4,1375,48.3,157,No Failure
3466,M18325,M,301.8,310.7,1383,45.7,44,No Failure
2197,M17056,M,299.7,308.9,1551,35.4,82,No Failure
4411,L51590,L,302.5,310.2,1586,32.2,64,No Failure
9263,M24122,M,298.3,309.1,1404,47,15,No Failure
5200,L52379,L,303.8,312.8,1503,40,154,No Failure
7229,H36642,H,299.8,309.7,1368,47.4,148,No Failure
9229,M24088,M,298.1,309.1,1572,37.5,126,No Failure
9667,M24526,M,299.1,310.3,1838,24,235,No Failure
1979,L49158,L,298,307.7,1442,43.6,148,No Failure
8893,L56072,L,297.6,308.8,1475,43,119,No Failure
7613,M22472,M,300.5,311.4,1743,27.6,46,No Failure
8239,L55418,L,299.1,310.4,1519,45.3,92,No Failure
8166,L55345,L,299.6,311,1552,33.2,139,No Failure
1781,L48960,L,298.5,308.2,1595,32.3,46,No Failure
5343,M20202,M,303.5,312.8,1375,45.7,89,No Failure
8361,L55540,L,298.6,309.6,1540,35.8,5,No Failure
9446,M24305,M,298.2,309,1446,45.8,80,No Failure
267,H29680,H,298,308.1,1440,43.7,37,No Failure
9734,M24593,M,298.9,310.1,1442,42.9,153,No Failure
